,aspectRating,aspectSentences,Content,Overall
1240,5.0,"['the staff is great.', 'everything is within walking distance pike st. - pioneer sq.', ""it's best to walk up to 6th and then over from pike st. if you have a rental car it's ridiculously easy to get there, here it is take i-5 north."", ""when you this your getting close to downtown start moving to the right lane and take the madison exit (it's kinda long)."", 'will definitly stay here again. ']","loved it!! the staff is great. the updated rooms are superb. the bathrooms have heated mirrors which is very helpful. wifi is only free in the lobby. in room is $12 a day. everything is within walking distance pike st. - pioneer sq. - westlake center, just don't go directly straight up because it's a hike. it's best to walk up to 6th and then over from pike st. if you have a rental car it's ridiculously easy to get there, here it is take i-5 north. when you this your getting close to downtown start moving to the right lane and take the madison exit (it's kinda long). at the stoplight look to your left and that's the renaissance. will definitly stay here again. ",5.0
1241,2.0,"['ok we stayed at this hotel the 1st of june.', 'there was a group of us so we were all over this hotel.', ""however other people in our party stayed on the upper floors facing the back of the hotel and didn't have problems with the noise."", 'not great but not bad.', ""the yellow part of the map show's where the bus rides are free in a large area of downtown."", ""i walked all over downtown and took the bus several time's."", '(people are really great if you have bus questions).', ""at night we didn't walk around at all!"", 'all in all its an ok hotel.', ""probably wouldn't stay there again. ""]","ok we stayed at this hotel the 1st of june. there was a group of us so we were all over this hotel. it seems that some of the rooms on the upper floors have been remolded with new furniture, flat screen, etc. our room on the 9th floor had not been. lots of noise! we were facing the highway and it was very noisy. however other people in our party stayed on the upper floors facing the back of the hotel and didn't have problems with the noise. the room was nice enough. not great but not bad. i did have one really disgusting problem. i drank out of one of there glasses in the room that are furnished. i had lipstick on and when i left the room later on that morning the maid came and washed the glasses in the room and let me say not with soap! my lipstick was still on the glass! i had seen stuff like this on 60 mininutes and never thought about it again, until now! so from then on i drank only out of there disposable cups. everyone that worked here especially the concierge were really nice and helpful. when you arrive they will give you a map of the city. the yellow part of the map show's where the bus rides are free in a large area of downtown. i felt pretty safe during the day. i walked all over downtown and took the bus several time's. (people are really great if you have bus questions). at night we didn't walk around at all! and were told not to be several of the local people. all in all its an ok hotel. probably wouldn't stay there again. ",2.0
1243,3.0,"['in addition it was nearly impossible to move around the king size bed because there was no walking room.', 'this was the worst marriott i have every stayed at.', 'stay away ']","upgrade already outdated when we arrived we were given a junior suite because of our marriott silver status. the upgraded room was a joke. switches were broken, the linens were old, the bed sagged, the lcd tv was sitting on the radiator so you could not see it while in bed. in addition it was nearly impossible to move around the king size bed because there was no walking room. we had a room away from the highway but the road noise was still very bad. my wife didnot sleep a wink all night. in the morning we canceled the last 2 days of our reservation and moved to the towneplace suites near the airport. it was half the price and a much better than the renaissance. this was the worst marriott i have every stayed at. stay away ",1.0
1244,2.0,"['but in my opinion staying in this hotel all depends on where your room is located.', ""it's amazing that the traffic on the i-5 was constant all night long... i mean at 3:00 am there was a lot of traffic coming and going.overall, the staff was nice and there were some nice features in the hotel."", 'i walked to a ballgame at safeco field and it was about a 20 minute walk.', 'the hotel was within walking distance to most of the attractions.', 'i took the gray line bus from the airport and it drops you off right in front of the hotel.', ""this was a business trip for me so i didn't have to pay for the hotel out of my pocket."", 'if i had paid for the hotel i would not have been a little more upset about the noise. ']","just okay i read most of the reviews and i agree with some of them and others not. yes, the televisions are old and there are no microwaves or fridges in the room. but in my opinion staying in this hotel all depends on where your room is located. i was unfortunately on the side facing interstate 5 and i was on the 5th floor. the noise was definitely troublesome to say the least. it wasn't bad getting to sleep if you like white noise in the background, but if you happen to wake up in the middle of the night it was difficult to go back to sleep. it's amazing that the traffic on the i-5 was constant all night long... i mean at 3:00 am there was a lot of traffic coming and going.overall, the staff was nice and there were some nice features in the hotel. i walked to a ballgame at safeco field and it was about a 20 minute walk. the hotel was within walking distance to most of the attractions. the library is one block away and you can use their internet and computers if you need to check your e-mail. you just tell the library staff you are visiting from out of town and they give you one free hour of internet and computer use. i didn't have car with me so i have nothing to add about the parking. i took the gray line bus from the airport and it drops you off right in front of the hotel. this was a business trip for me so i didn't have to pay for the hotel out of my pocket. if i had paid for the hotel i would not have been a little more upset about the noise. ",3.0
1245,4.0,"['a wonderful surprise after reading the reviews i was very nervous that the hotel would be an old noisey uncomfortable place.', 'the hotel had an elegant feel, with a nice lobby.', 'the corner room was great!', 'pool on 28th floor with hot tub was small but had a great view especially at night.', 'staff were all very accomodating and nice.location was okay, walking distance to most but hills were very steep so more strenuous of a walk for distance.would definitley stay again and would reccomend it. ']","a wonderful surprise after reading the reviews i was very nervous that the hotel would be an old noisey uncomfortable place. when we arrived we were wonderfully surprised! the hotel had an elegant feel, with a nice lobby. we requested 2 rms with 2dbl beds each away from expressway. when we arrived they only had one room w/ 2dbl beds and a corner room near expressway. the corner room was great! it was like a mini suite with separate sitting room and sleeping area. there was some noise from street but nothing like i was expecting, just a little background noise. the 2nd room was smaller in comparison but very comfortable with nice ammenities. pool on 28th floor with hot tub was small but had a great view especially at night. staff were all very accomodating and nice.location was okay, walking distance to most but hills were very steep so more strenuous of a walk for distance.would definitley stay again and would reccomend it. ",4.0
1246,5.0,"['from the moment we checked in, our stay at the renaissance seattle was great.', ""the fitness center was also nice, and the location was great for what we wanted to do--walking distance to pike place market, the monorail to the space needle, pioneer square, and safeco field (although i wouldn't recommend the walk back from pioneer square or safeco field simply because it is mostly up very steep hills)."", 'i would certainly recommend this hotel to pretty much anyone looking for a great stay in seattle! ']","no complaints! from the moment we checked in, our stay at the renaissance seattle was great. every staff member we encountered was friendly and helpful. although a bit small, the room was spotless and very comfortable. the food prices--including room service--were extremely affordable, and all the food we had was amazing. the fitness center was also nice, and the location was great for what we wanted to do--walking distance to pike place market, the monorail to the space needle, pioneer square, and safeco field (although i wouldn't recommend the walk back from pioneer square or safeco field simply because it is mostly up very steep hills). i would certainly recommend this hotel to pretty much anyone looking for a great stay in seattle! ",5.0
1247,4.0,"[""see it for yourself... i'm the first to admit that upon reading the reviews on tripadvisor about the renaissance seattle i was really tempted to change my reservation - but given that i had an excellent rate (friend got me a discount) and the other hotels in the area were at least twice as much, i held my breath, said a prayer and hoped for the best.you really should see it for yourself and the only thing i regret about my stay is that i didn't take any pictures of the place to post here.the room renovations are up to date, trendy and stylish."", ""i often travel for business and i don't usually sleep well in a hotel the first night but had no problems here."", ""i called the front desk on this and tried to get them to understand when you've got two people traveling, and two people with two seperate laptops that need to use their own laptop for business purposes paying twice for the service seems stupid, but i didn't win that battle.and the hotel staff was incredibly friendly and helpful."", ""they've got a great crew there and i would not hesitate to stay there again."", ""had dinner one night in the lounge on the top floor - relaxing, priced about what i would expect for a hotel restaurant/lounge, and incredible biews.the one downside is that it is a bit further away from the rest of the toursity area of seattle, but it's not like it's an unreasonable walk either."", ""another individual suggested taking 6th when walking if you want it to be a little less hilly and that's a great suggestion too."", 'most things are within walking distance though.', ""in the few days we were there we walked to the monorail that took us to seattle center, walked to pike's market, the ferry pier, to pioneer square, and to safeco field without any problem or troubles."", ""i've stayed at a number of marriott properties (have marriott elite status) and this is one of the nicest i've been to and would not hesitate to stay there again. ""]","see it for yourself... i'm the first to admit that upon reading the reviews on tripadvisor about the renaissance seattle i was really tempted to change my reservation - but given that i had an excellent rate (friend got me a discount) and the other hotels in the area were at least twice as much, i held my breath, said a prayer and hoped for the best.you really should see it for yourself and the only thing i regret about my stay is that i didn't take any pictures of the place to post here.the room renovations are up to date, trendy and stylish. i often travel for business and i don't usually sleep well in a hotel the first night but had no problems here. television is now flat-screen - no fridge in the room but with turndown service nightly we got a fresh bucket of ice. admittedly, the room size is a bit smaller than most, but they were still comfortable and roomy enough to hang out in for a couple of hours during the day. someone in an earlier review mentioned not having a fan for the bathroom and there isn't a seperate fan (which i was worried about) but the four days i was there i never found it to be a problem. infact, this bathroom often cleared out faster than some others in hotels that do have separate fans. unlike some other marriott properties, this one does have wireless in the rooms. if you have two laptops with wireless you either need to pay twice for the internet access or someone will need to write down the access code and you'll have to take turns. i called the front desk on this and tried to get them to understand when you've got two people traveling, and two people with two seperate laptops that need to use their own laptop for business purposes paying twice for the service seems stupid, but i didn't win that battle.and the hotel staff was incredibly friendly and helpful. they've got a great crew there and i would not hesitate to stay there again. had dinner one night in the lounge on the top floor - relaxing, priced about what i would expect for a hotel restaurant/lounge, and incredible biews.the one downside is that it is a bit further away from the rest of the toursity area of seattle, but it's not like it's an unreasonable walk either. another individual suggested taking 6th when walking if you want it to be a little less hilly and that's a great suggestion too. there is a city bus that within certain areas is free and for a nominal amount will take you other places as well. most things are within walking distance though. in the few days we were there we walked to the monorail that took us to seattle center, walked to pike's market, the ferry pier, to pioneer square, and to safeco field without any problem or troubles. i've stayed at a number of marriott properties (have marriott elite status) and this is one of the nicest i've been to and would not hesitate to stay there again. ",5.0
1248,3.0,"['disappointing business trip - first time to city and found hotel disappointing.', ""the restaurant was okay for breakfast but not attractive for evening (i didn't even go as far as looking at the menu)."", 'i found this hotel expensive and not good value for money. ']",disappointing business trip - first time to city and found hotel disappointing. the lobby area and other public areas lacked character. the bedroom was small and slightly shoddy. the restaurant was okay for breakfast but not attractive for evening (i didn't even go as far as looking at the menu). and to cap it all was the price. i found this hotel expensive and not good value for money. ,2.0
1249,4.0,"['could be substantially alleviated by a better fit, and one of those short curtains that cover the top part, hung on the outside of the recess.i hate it when it is obvious that a renovation is done purely for visual aesthetic, and no member of management has ever actually tried to sleep in the room.room on the 21st floor, on the opposite side from the freeway, is still pretty noisy, though not enough to bother me, since i use a white noise machine anyway -- but i pity the poor traveller who gets a low room on the freeway side, which also happens to face east, meaning the light problem is no doubt even worse.otherwise, everything else about the place is nice, followiing the remodel.', 'a much better hotel to look at than to sleep in, though. ']","here i am, awake in my room at 5:30 a.m. on a saturday... ...and it is almost bright enough to read by. despite the remodel, the curtains are very poorly fit to the window, which is recessed. could be substantially alleviated by a better fit, and one of those short curtains that cover the top part, hung on the outside of the recess.i hate it when it is obvious that a renovation is done purely for visual aesthetic, and no member of management has ever actually tried to sleep in the room.room on the 21st floor, on the opposite side from the freeway, is still pretty noisy, though not enough to bother me, since i use a white noise machine anyway -- but i pity the poor traveller who gets a low room on the freeway side, which also happens to face east, meaning the light problem is no doubt even worse.otherwise, everything else about the place is nice, followiing the remodel. a much better hotel to look at than to sleep in, though. ",3.0
1252,1.0,"[""wouldn't recommend if you want to good nights sleep...... arrived at the hotel having requested a quiet non smoking room to be told that they did not have a one free, we were given one which overooked the very busy and noisy freeway and someone had been smoking in the non smoking room."", 'we were also told upon arrival that the hotel was going through a refurbishment and to expect noise from 7am!', ""after zero sleep the next night i asked if there was an alternative room on a higher floor or a sister hotel which we could move to which was quieter...the night porter's very rude reply was 'well if you think we're paying for you to move your greatly mistaken' (i did not ask them to pay, only to see if they could get us into another hotel) after the tone of the porter, very little sleep in two nights and a wedding to go to the next day we decided to check out of the hotel at 11.45pm and move to a hotel closer to our friends (not part of the same hotel group), we were charged for 3 nights accommodation (which we think was disgraceful), the porter didn't even offer to call us a cab to get to the new hotel so we stood on the street corner for 30 minutes before catching one to a nicer, quieter hotel."", 'i would not stay at the hotel again and would appreciate a reply to these comments. ']","wouldn't recommend if you want to good nights sleep...... arrived at the hotel having requested a quiet non smoking room to be told that they did not have a one free, we were given one which overooked the very busy and noisy freeway and someone had been smoking in the non smoking room. we were also told upon arrival that the hotel was going through a refurbishment and to expect noise from 7am! we requested another room after just 2 hours sleep due to the high level of noise and were upgraded to a junior suite which was more noisy than the previous room. the rooms had double galzing which might as well not have been there. after zero sleep the next night i asked if there was an alternative room on a higher floor or a sister hotel which we could move to which was quieter...the night porter's very rude reply was 'well if you think we're paying for you to move your greatly mistaken' (i did not ask them to pay, only to see if they could get us into another hotel) after the tone of the porter, very little sleep in two nights and a wedding to go to the next day we decided to check out of the hotel at 11.45pm and move to a hotel closer to our friends (not part of the same hotel group), we were charged for 3 nights accommodation (which we think was disgraceful), the porter didn't even offer to call us a cab to get to the new hotel so we stood on the street corner for 30 minutes before catching one to a nicer, quieter hotel. i would not stay at the hotel again and would appreciate a reply to these comments. ",1.0
1253,3.0,"['exceded my expectations i booked a 3 night stay on priceline ($80/night sat - mon) and once i got the name of the hotel i did my research...i was scared after reading some of these reviews.', 'but there was no need - this is a great place for that price.the staff was amazingly friendly and accomodating (brought a bottle opener to the room and changed my room as requested).', 'this room had everything that i would expect for this class of hotel.', 'street parking in the area after 6 pm is free so take advantage of that.if you plan on walking, you can avoid some of the hills by walking down 6th to pike street and then left to the market - it is a fairly flat walk unlike going down madison. ']","exceded my expectations i booked a 3 night stay on priceline ($80/night sat - mon) and once i got the name of the hotel i did my research...i was scared after reading some of these reviews. but there was no need - this is a great place for that price.the staff was amazingly friendly and accomodating (brought a bottle opener to the room and changed my room as requested). the room was comfortable and nicely appointed. this room had everything that i would expect for this class of hotel. the renovations are up to date and stylish.make sure to go to the 28th floor for a nightcap - the view is worth it!parking is a little pricey but there is a surface lot about 2 blocks away on 8th that is $15 for the day - if you don't mind getting up early to buy the ticket. street parking in the area after 6 pm is free so take advantage of that.if you plan on walking, you can avoid some of the hills by walking down 6th to pike street and then left to the market - it is a fairly flat walk unlike going down madison. ",4.0
1254,4.0,"['superb staff - nice room i stayed for one night at the renaissance marriott in seattle.', 'the hotel was kind enough to make sure each of our rooms had 2 queen size beds and that our rooms were nearby.', ""about the only drawback to the place was that the bathroom didn't have a fan; other than that....no complaints!""]","superb staff - nice room i stayed for one night at the renaissance marriott in seattle. my room had a nice view of the city and was a larger corner room. the staff at the front desk and bar were exceptionally polite, courteous and professional. there was a group of 8 of us out for a girls weekend; 2 gals to a room. the hotel was kind enough to make sure each of our rooms had 2 queen size beds and that our rooms were nearby. about the only drawback to the place was that the bathroom didn't have a fan; other than that....no complaints!! ",4.0
1255,4.0,"['not bad for a short trip i got a cheap deal on priceline  reading some of the other reviews i was a bit concerned but i had a pleasant stay here.', ""the hotel is handy for the ferry to bainbridge island as well as other tourist places in seattle such as pike's place market  pioneer square."", 'the restaurant was fine - nothing fancy, but good attentive service.', 'i stayed on a weekend which may mean it was cheaper  less busy (hence nice quiet room without request etc) than during the week.', 'i would stay here again - especially at these bargain priceline rates. ']","not bad for a short trip i got a cheap deal on priceline  reading some of the other reviews i was a bit concerned but i had a pleasant stay here. i was given a room away from the busy road without having to ask  although the room furniture was looking a little dated it was comfortable. the hotel is handy for the ferry to bainbridge island as well as other tourist places in seattle such as pike's place market  pioneer square. free coffee was available in the lobby in the morning  later free hot cider was gratefully received as it was snowing outside. the restaurant was fine - nothing fancy, but good attentive service. i stayed on a weekend which may mean it was cheaper  less busy (hence nice quiet room without request etc) than during the week. i would stay here again - especially at these bargain priceline rates. ",4.0
1256,1.0,"['this place is a rare find - should have been demolished years ago i am surprised that as a part of the luxury brand renaissance that marriott allows this hotel to carry their name.', 'while on the phone, a manager from the hotel approached me and asked me to see if this other room was better.it was on the other side of the building which was quiet, but it was no less decrepit.', 'one night is all is all i can stay.']","this place is a rare find - should have been demolished years ago i am surprised that as a part of the luxury brand renaissance that marriott allows this hotel to carry their name. upon checking in, i was given a room right next to a noisy highway. the room itself was decrepit. heavily worn out, scarred furniture and no electrical outlets for a laptop. tv was circa 1985. i went to the front desk and asked for another room and was told there weren't any. i told them i was calling my travel agent. while on the phone, a manager from the hotel approached me and asked me to see if this other room was better.it was on the other side of the building which was quiet, but it was no less decrepit. old worn out furniture, a very tiny room with occluded windows from water leakage and an iron with a broken handle and exposed electronics. one night is all is all i can stay. at $290 a night i was ripped off. ",1.0
1258,4.0,"['be very specific... i chose this hotel because i am a marriott rewards member, and this was the closest hotel in the chain to my destination downtown.this was my third stay at the hotel, and once again i had to ask (after checking in) to be moved from a room overlooking i-5 even after i had specifically made the request, and was assured by the reservationist, that i would not receive a room on that side of the hotel.', 'the hotel staff i encountered during my stay were all very friendly, from the housekeeping personnel to the room service staff.', ""they were the ones who made my overall stay much more pleasant.next time i travel on business in the seattle area though i'll probably stay at either the spring hill suites or residence inn downtown - they seem to have the accommodations which more closely fit my needs. ""]","be very specific... i chose this hotel because i am a marriott rewards member, and this was the closest hotel in the chain to my destination downtown.this was my third stay at the hotel, and once again i had to ask (after checking in) to be moved from a room overlooking i-5 even after i had specifically made the request, and was assured by the reservationist, that i would not receive a room on that side of the hotel. i understand that they need to move those rooms but the whole check-in charade has gotten old.however, the biggest complaint i had was the lack of free wireless internet. the fee for wired internet service is $10/day. the hotel staff i encountered during my stay were all very friendly, from the housekeeping personnel to the room service staff. they were the ones who made my overall stay much more pleasant.next time i travel on business in the seattle area though i'll probably stay at either the spring hill suites or residence inn downtown - they seem to have the accommodations which more closely fit my needs. ",2.0
1259,4.0,"['i had not been to any other location (straight from airport to renaissance).', 'the hotel manager gave me vouchers for breakfast daily during the stay for the inconvenience.', ""although i had no further problems, i don't think i would stay again because of the tick problem. ""]","watch out for ticks! the headboard of the bed is covered with a fabric material that may attract uninvited guests. after traveling cross country, i decided to retreat to my room and take a nap before the afternoon conference i was attending. when i woke up, i felt an itch on my scalp/forehead and found not one, but two ticks. the ticks had not yet attached to my skin, so they were recently acquired. i had not been to any other location (straight from airport to renaissance). i took the ticks to the front desk and explained the situation. the staff first offered to fog the room. i did not find this acceptable and was given a different room. the new room was very comfortable and clean. the hotel manager gave me vouchers for breakfast daily during the stay for the inconvenience. although i had no further problems, i don't think i would stay again because of the tick problem. ",2.0
1263,5.0,"[""i booked the renaissance through priceline and got a very good deal, more than half off the hotel's internet price."", 'so, i was worried that the hotel would be dumpy.', 'it was great!', 'fantastic location.', 'the complementary coffee service in the morning was great.', 'the food was good in the restaurants too.', 'i would definitely stay here again.', ""the hotel exterior is under construction so it's hard to see the name as you are driving by.note: the hotel is right next to the freeway, but the soundproofing makes it hardly noticeable. ""]","pleasant surprise! i booked the renaissance through priceline and got a very good deal, more than half off the hotel's internet price. so, i was worried that the hotel would be dumpy. thankfully it was far from dumpy. it was great! fantastic location. excellent service. we booked a king size room and were given a one-bedroom suite. it was nicely furnished, large and very comfortable. i am very picky about bedding and the bedding met my high standards. the sheets were high thread count, smooth and covered the comforter completely (top and bottom sort of forming a duvet). the complementary coffee service in the morning was great. they also gave us parking ($25) for free. the food was good in the restaurants too. i would definitely stay here again. the hotel exterior is under construction so it's hard to see the name as you are driving by.note: the hotel is right next to the freeway, but the soundproofing makes it hardly noticeable. ",4.0
1264,3.0,"['great deal, for a priceline bid win.', 'we live in vancouver, bc, and often spend weekends in seattle.', ""it's much nicer than the crowne plaza or the red lion, and waaaay better than the sketchy holiday inn express that you can get stuck with on priceline.the renaissance lobby is lovely, the staff friendly, the rooms large, clean, and comfortable, the pool and gym very nice, and the location convenient enough."", 'when we stay here we often walk to pike place, the crocodile, and to the space needle and back several times during our stay.', ""people who don't like to walk as much might find it a bit far from the space needle area, but that's why you stop at the nitelite halfway for a drink!the hotel parking is atrocious, we only use it when we're going to bumbershoot and don't want to waste time coming back to move our car."", ""but normally we use street parking-it's plentiful, close to the hotel, and free during evenings/sundays/holidays.i would never pay 260 dollars a night for this place, but for the three nights we have it booked this coming weekend we payed 258 dollars instead of the 700+ it would have been through their website."", 'seattle is an expensive hotel town.', ""even the moore costs more than what we pay for the renaissance, and it's a very budget boutique hotel.it's a good deal. ""]","great deal, for a priceline bid win. we live in vancouver, bc, and often spend weekends in seattle. having used priceline's name your own price function many times, we are always happy when we get the renaissance. it's much nicer than the crowne plaza or the red lion, and waaaay better than the sketchy holiday inn express that you can get stuck with on priceline.the renaissance lobby is lovely, the staff friendly, the rooms large, clean, and comfortable, the pool and gym very nice, and the location convenient enough. when we stay here we often walk to pike place, the crocodile, and to the space needle and back several times during our stay. people who don't like to walk as much might find it a bit far from the space needle area, but that's why you stop at the nitelite halfway for a drink!the hotel parking is atrocious, we only use it when we're going to bumbershoot and don't want to waste time coming back to move our car. but normally we use street parking-it's plentiful, close to the hotel, and free during evenings/sundays/holidays.i would never pay 260 dollars a night for this place, but for the three nights we have it booked this coming weekend we payed 258 dollars instead of the 700+ it would have been through their website. and that's during the labor day/bumbershoot weekend when hotels are scarce. seattle is an expensive hotel town. even the moore costs more than what we pay for the renaissance, and it's a very budget boutique hotel.it's a good deal. ",4.0
1265,4.0,"['i paid $157 plus $25 in room taxes per night... along with $23 to park in the hotel garage overnight.i was on the 26th floor, and there would have been nice views of elliott bay if not for the many taller buildings in the way.', 'there was no coffee maker in the room, but the hotel made up for it by offering complimentary coffee service in the morning, ordered the night before with the wake-up call.']","garage sale decor when i arrived around 6:00 pm, i was upgraded to a club room at check-in (a marriott rewards perk). the front desk clerk was very candid in saying that the only added benefit to the club room was the bathrobes! i paid $157 plus $25 in room taxes per night... along with $23 to park in the hotel garage overnight.i was on the 26th floor, and there would have been nice views of elliott bay if not for the many taller buildings in the way. fortunately, i did have a clear view of the piers to the south and a cruise ship in the morning. the furniture and carpet in my room were dark and old, and included a 5 black and white, non-catv quasar tv, vintage 1986, bolted to the bathroom counter. frankly it looked like something you'd pass up at a garage sale, old and dirty. there was no coffee maker in the room, but the hotel made up for it by offering complimentary coffee service in the morning, ordered the night before with the wake-up call. it arrived right on time, along with the newspapers.the room service dinner was unremarkable, but the staff was very pleasant. in fact i found all of the staff to be very nice... friendly and efficient. ",3.0
1267,4.0,"['great value and location hi my wife  i just stayed there 2 nights.', 'like other reviews, the hotel needs a little lift up (which they were starting the outside facade when we were there) but we had great service.', 'other staff are friendly too.we stayed in a junior suite, spacious and very calm.', 'it was nice because we really caught up with the sleep we needed.i would recommend this hotel and will of course stay there again.', 'great location, just a couple blocks away from every thing.have fun ']","great value and location hi my wife  i just stayed there 2 nights. like other reviews, the hotel needs a little lift up (which they were starting the outside facade when we were there) but we had great service. the front office employee : darrell was really nice. other staff are friendly too.we stayed in a junior suite, spacious and very calm. it was nice because we really caught up with the sleep we needed.i would recommend this hotel and will of course stay there again. great location, just a couple blocks away from every thing.have fun ",4.0
1268,5.0,"['a truly fine property this is the third time that my wife and i have stayed at this property.', 'the exterior of the hotel, its hallways and rooms appear to need some updating, as all appeared to be a bit worn.', ""the location of this renaissance is great for touring the city, and it's tied with the renaissance-tobu in tokyo, japan for having the most accomodating and kind employees that i've ever encountered."", ""also, the room service at the seattle renaissance provided the quickest service, the most appetizing meals and the most food for the money that i've ever experienced at any hotel. ""]","a truly fine property this is the third time that my wife and i have stayed at this property. the exterior of the hotel, its hallways and rooms appear to need some updating, as all appeared to be a bit worn. however, the room that we took was sparkling clean. the location of this renaissance is great for touring the city, and it's tied with the renaissance-tobu in tokyo, japan for having the most accomodating and kind employees that i've ever encountered. also, the room service at the seattle renaissance provided the quickest service, the most appetizing meals and the most food for the money that i've ever experienced at any hotel. ",4.0
1269,4.0,"['a mixed bag this hotel is really a mixed bag.', ""it's in a pretty good location, although at the top of a big hill."", ""the staff and service are very good, especially the wake up call with a tray of coffee.i've stayed here three times now, and clearly this place is in need of a renovation."", 'but everything worked fine in the room i stayed in.', 'if you can get a good rate, go for it.', 'but there are much better hotels in seattle.', 'i stayed there mainly for marriott points and nights and did get a very good rate. ']","a mixed bag this hotel is really a mixed bag. it's in a pretty good location, although at the top of a big hill. the grey line bus shuttle bus from the airport stops in front, so that's convenient. the staff and service are very good, especially the wake up call with a tray of coffee.i've stayed here three times now, and clearly this place is in need of a renovation. the furniture is worn as are the carpets. but everything worked fine in the room i stayed in. if you can get a good rate, go for it. but there are much better hotels in seattle. i stayed there mainly for marriott points and nights and did get a very good rate. ",3.0
1270,4.0,"['great hotel for price we stayed at the renaissance on june 30th for 1 night, we got the hotel on priceline for $105.00 us.', 'when we checked they had a room ready for us at 12pm ( nice ) we got the 16th floor room with a very nice view of downtown seattle ( what a clean, beautiful city ) we ate at the lounge and enjoyed the food.', 'never went to the restaurant on the 28th floor but heard it was very good from some other guests.', 'the only bad thing is that it is 5 blocks to walk to the dowtown area and the road is very steep.', 'other then that this was a great hotel for the price we paid.', 'would stay again.ps, went to safeco field to watch ballgame, by far the most beautiful stadium i have been in.']","great hotel for price we stayed at the renaissance on june 30th for 1 night, we got the hotel on priceline for $105.00 us. we arrived at 12pm and new check in was not till 3pm. when we checked they had a room ready for us at 12pm ( nice ) we got the 16th floor room with a very nice view of downtown seattle ( what a clean, beautiful city ) we ate at the lounge and enjoyed the food. the room was large and clean and the staff was very helpful. never went to the restaurant on the 28th floor but heard it was very good from some other guests. the only bad thing is that it is 5 blocks to walk to the dowtown area and the road is very steep. other then that this was a great hotel for the price we paid. would stay again.ps, went to safeco field to watch ballgame, by far the most beautiful stadium i have been in. awesome views of the city from the upper deck and wow what field. ",5.0
1271,3.0,"[""stayed here because it's where the conference meetings were scheduled."", 'refrig and coffee maker would have been nice but comp.', ""i'd stay here again. ""]","pretty, comfortable, fine! stayed here because it's where the conference meetings were scheduled. took greyline shuttle from airport, less than $20 rt. meeting rooms were on ballroom level, and the ground shook with vibrations from cars in parking garage. my 11th floor room was fine, comfortable- and even tho my window faced the highway i left the fan turned on and it drowned out plenty of the noise. slept well- nice down comforter, friendly staff. refrig and coffee maker would have been nice but comp. coffee in the morning was nice. i'd stay here again. ",3.0
1272,3.0,"['decent hotel, great pool.', 'the pool and hot tub were the best part: on the top floor with great views.', 'they obviously remodeled this area, it was the most up-to-date in the hotel.', 'the interior of the rest of the hotel and the rooms were clean, but a bit worn and dated, time to refurbish.', ""overall a decent experience for a priceline booking.pros:- friendly, fast service- pool and hot tub, views and open late- fairly cleancons:- it's in the business district downtown, so it's few blocks walk to things that are open on weekends, but not too bad- interior is somewhat dated, but okay ""]","decent hotel, great pool. the staff was very friendly and helpful, check-in was a breeze, car was too big for their garage, so we received a voucher for complimentary parking at the hilton (3 blocks away). the pool and hot tub were the best part: on the top floor with great views. they obviously remodeled this area, it was the most up-to-date in the hotel. the interior of the rest of the hotel and the rooms were clean, but a bit worn and dated, time to refurbish. overall a decent experience for a priceline booking.pros:- friendly, fast service- pool and hot tub, views and open late- fairly cleancons:- it's in the business district downtown, so it's few blocks walk to things that are open on weekends, but not too bad- interior is somewhat dated, but okay ",3.0
1273,3.0,"[""don't do it unless you get some sort of deal from priceline or similar you should stay away from this hotel."", 'the hotel just needs a good renovation throughout, and there are much better hotels downtown at this or lower price (i paid $229).', 'the heating was very noisy, and constantly woke me every time it came on.the front desk service was fair, but the lobby too needs an update.overall stay here only if you get a deal or this is the last place with beds in the city. ']","don't do it unless you get some sort of deal from priceline or similar you should stay away from this hotel. the hotel just needs a good renovation throughout, and there are much better hotels downtown at this or lower price (i paid $229). i was in a corner room on the 14th floor facing the sound, but the freeeway noise was very noticeable and the room was very cold because of all the glazing. the room was large, and i guess was probably very nice in the early 90's when it appears to have last been renovated. there are strange built-in drawers below the windows, the furniture is in bad shape, the lighting poor, and the desk is small. the heating was very noisy, and constantly woke me every time it came on.the front desk service was fair, but the lobby too needs an update.overall stay here only if you get a deal or this is the last place with beds in the city. ",2.0
